rent_euro,year,half,half_year,time_period,county,province,area,location,property_type,bedrooms,bedrooms_num,is_dublin,is_city,is_county_aggregate
751.44,2020,1,2020H1,1,Cork,Munster,Cork,Cork,Detached house,One bed,1.0,False,False,True
1311.22,2020,1,2020H1,1,Dublin,Leinster,Dublin,Dublin,Detached house,One bed,1.0,True,True,True
790.15,2020,1,2020H1,1,Galway,Connacht,Galway,Galway,Detached house,One bed,1.0,False,False,True
850.8,2020,1,2020H1,1,Meath,Leinster,Meath,Meath,Detached house,One bed,1.0,False,False,True
712.77,2020,1,2020H1,1,Cork,Munster,Cork,Cork,Semi detached house,One bed,1.0,False,False,True
1163.78,2020,1,2020H1,1,Dublin,Leinster,Dublin,Dublin,Semi detached house,One bed,1.0,True,True,True
887.9,2020,1,2020H1,1,Cork,Munster,Cork,Cork,Terrace house,One bed,1.0,False,False,True
930.82,2020,1,2020H1,1,Cork,Munster,Cork City,Cork City,Terrace house,One bed,1.0,False,True,False
1242.84,2020,1,2020H1,1,Dublin,Leinster,Dublin,Dublin,Terrace house,One bed,1.0,True,True,True
1225.45,2020,1,2020H1,1,Dublin,Leinster,Dublin 6,Dublin 6,Terrace house,One bed,1.0,True,True,False
1060.22,2020,1,2020H1,1,Dublin,Leinster,Dublin 7,Dublin 7,Terrace house,One bed,1.0,True,True,False
1376.57,2020,1,2020H1,1,Dublin,Leinster,Dublin 8,Dublin 8,Terrace house,One bed,1.0,True,True,False
937.2,2020,1,2020H1,1,Wicklow,Leinster,Wicklow,Wicklow,Terrace house,One bed,1.0,False,False,True
630.48,2020,1,2020H1,1,Carlow,Leinster,Carlow,Carlow,Apartment,One bed,1.0,False,False,True
640.36,2020,1,2020H1,1,Carlow,Leinster,Carlow Town,Carlow Town,Apartment,One bed,1.0,False,False,False
524.57,2020,1,2020H1,1,Cavan,Ulster,Cavan,Cavan,Apartment,One bed,1.0,False,False,True
563.2,2020,1,2020H1,1,Cavan,Ulster,Cavan Town,Cavan Town,Apartment,One bed,1.0,False,False,False
563.83,2020,1,2020H1,1,Clare,Munster,Clare,Clare,Apartment,One bed,1.0,False,False,True
564.25,2020,1,2020H1,1,Clare,Munster,Ennis,"Ennis, Clare",Apartment,One bed,1.0,False,False,False
887.7,2020,1,2020H1,1,Cork,Munster,Cork,Cork,Apartment,One bed,1.0,False,False,True
969.33,2020,1,2020H1,1,Cork,Munster,Cork City,Cork City,Apartment,One bed,1.0,False,True,False
1038.71,2020,1,2020H1,1,Cork,Munster,Ballincollig,"Ballincollig, Cork",Apartment,One bed,1.0,False,False,False
712.61,2020,1,2020H1,1,Cork,Munster,Bandon,"Bandon, Cork",Apartment,One bed,1.0,False,False,False
880.17,2020,1,2020H1,1,Cork,Munster,Blackpool,"Blackpool, Cork",Apartment,One bed,1.0,False,False,False
771.36,2020,1,2020H1,1,Cork,Munster,Cobh,"Cobh, Cork",Apartment,One bed,1.0,False,False,False
857.48,2020,1,2020H1,1,Cork,Munster,Kinsale,"Kinsale, Cork",Apartment,One bed,1.0,False,False,False
721.15,2020,1,2020H1,1,Cork,Munster,Mallow,"Mallow, Cork",Apartment,One bed,1.0,False,False,False
825.3,2020,1,2020H1,1,Cork,Munster,Midleton,"Midleton, Cork",Apartment,One bed,1.0,False,False,False
546.94,2020,1,2020H1,1,Cork,Munster,Skibbereen,"Skibbereen, Cork",Apartment,One bed,1.0,False,False,False
477.19,2020,1,2020H1,1,Donegal,Ulster,Donegal,Donegal,Apartment,One bed,1.0,False,False,True
491.85,2020,1,2020H1,1,Donegal,Ulster,Letterkenny,"Letterkenny, Donegal",Apartment,One bed,1.0,False,False,False
1444.6,2020,1,2020H1,1,Dublin,Leinster,Dublin,Dublin,Apartment,One bed,1.0,True,True,True
995.49,2020,1,2020H1,1,Dublin,Leinster,Balbriggan,"Balbriggan, Dublin",Apartment,One bed,1.0,True,True,False
1543.63,2020,1,2020H1,1,Dublin,Leinster,Blackrock,"Blackrock, Dublin",Apartment,One bed,1.0,True,True,False
1127.78,2020,1,2020H1,1,Dublin,Leinster,Donabate,"Donabate, Dublin",Apartment,One bed,1.0,True,True,False
1538.28,2020,1,2020H1,1,Dublin,Leinster,Dun Laoghaire,"Dun Laoghaire, Dublin",Apartment,One bed,1.0,True,True,False
1205.47,2020,1,2020H1,1,Dublin,Leinster,Lucan,"Lucan, Dublin",Apartment,One bed,1.0,True,True,False
1510.47,2020,1,2020H1,1,Dublin,Leinster,Malahide,"Malahide, Dublin",Apartment,One bed,1.0,True,True,False
1315.57,2020,1,2020H1,1,Dublin,Leinster,Monkstown,"Monkstown, Dublin",Apartment,One bed,1.0,True,True,False
1337.48,2020,1,2020H1,1,Dublin,Leinster,Portmarnock,"Portmarnock, Dublin",Apartment,One bed,1.0,True,True,False
1575.15,2020,1,2020H1,1,Dublin,Leinster,Stillorgan,"Stillorgan, Dublin",Apartment,One bed,1.0,True,True,False
1209.04,2020,1,2020H1,1,Dublin,Leinster,Swords,"Swords, Dublin",Apartment,One bed,1.0,True,True,False
1540.5,2020,1,2020H1,1,Dublin,Leinster,Dublin 1,Dublin 1,Apartment,One bed,1.0,True,True,False
1613.52,2020,1,2020H1,1,Dublin,Leinster,I.F.S.C.,"I.F.S.C., Dublin 1",Apartment,One bed,1.0,True,True,False
1404.73,2020,1,2020H1,1,Dublin,Leinster,Parnell Street,"Parnell Street, Dublin 1",Apartment,One bed,1.0,True,True,False
1449.85,2020,1,2020H1,1,Dublin,Leinster,Summerhill,"Summerhill, Dublin 1",Apartment,One bed,1.0,True,True,False
1782.07,2020,1,2020H1,1,Dublin,Leinster,Dublin 2,Dublin 2,Apartment,One bed,1.0,True,True,False
1643.65,2020,1,2020H1,1,Dublin,Leinster,Pearse Street,"Pearse Street, Dublin 2",Apartment,One bed,1.0,True,True,False
1686.59,2020,1,2020H1,1,Dublin,Leinster,Townsend Street,"Townsend Street, Dublin 2",Apartment,One bed,1.0,True,True,False
1466.12,2020,1,2020H1,1,Dublin,Leinster,Dublin 3,Dublin 3,Apartment,One bed,1.0,True,True,False
1478.32,2020,1,2020H1,1,Dublin,Leinster,Clontarf,"Clontarf, Dublin 3",Apartment,One bed,1.0,True,True,False
1217.02,2020,1,2020H1,1,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 3",Apartment,One bed,1.0,True,True,False
1512.97,2020,1,2020H1,1,Dublin,Leinster,East Wall,"East Wall, Dublin 3",Apartment,One bed,1.0,True,True,False
1379.42,2020,1,2020H1,1,Dublin,Leinster,Fairview,"Fairview, Dublin 3",Apartment,One bed,1.0,True,True,False
1701.72,2020,1,2020H1,1,Dublin,Leinster,Dublin 4,Dublin 4,Apartment,One bed,1.0,True,True,False
1711.03,2020,1,2020H1,1,Dublin,Leinster,Ballsbridge,"Ballsbridge, Dublin 4",Apartment,One bed,1.0,True,True,False
1484.19,2020,1,2020H1,1,Dublin,Leinster,Donnybrook,"Donnybrook, Dublin 4",Apartment,One bed,1.0,True,True,False
1555.8,2020,1,2020H1,1,Dublin,Leinster,Merrion,"Merrion, Dublin 4",Apartment,One bed,1.0,True,True,False
1737.18,2020,1,2020H1,1,Dublin,Leinster,Pembroke,"Pembroke, Dublin 4",Apartment,One bed,1.0,True,True,False
1615.83,2020,1,2020H1,1,Dublin,Leinster,Ringsend,"Ringsend, Dublin 4",Apartment,One bed,1.0,True,True,False
1646.27,2020,1,2020H1,1,Dublin,Leinster,Sandymount,"Sandymount, Dublin 4",Apartment,One bed,1.0,True,True,False
1256.4,2020,1,2020H1,1,Dublin,Leinster,Dublin 5,Dublin 5,Apartment,One bed,1.0,True,True,False
1254.34,2020,1,2020H1,1,Dublin,Leinster,Raheny,"Raheny, Dublin 5",Apartment,One bed,1.0,True,True,False
1471.54,2020,1,2020H1,1,Dublin,Leinster,Dublin 6,Dublin 6,Apartment,One bed,1.0,True,True,False
1437.74,2020,1,2020H1,1,Dublin,Leinster,Harolds Cross,"Harolds Cross, Dublin 6",Apartment,One bed,1.0,True,True,False
1702.01,2020,1,2020H1,1,Dublin,Leinster,Milltown,"Milltown, Dublin 6",Apartment,One bed,1.0,True,True,False
1499.2,2020,1,2020H1,1,Dublin,Leinster,Ranelagh,"Ranelagh, Dublin 6",Apartment,One bed,1.0,True,True,False
1398.21,2020,1,2020H1,1,Dublin,Leinster,Rathgar,"Rathgar, Dublin 6",Apartment,One bed,1.0,True,True,False
1397.93,2020,1,2020H1,1,Dublin,Leinster,Rathmines,"Rathmines, Dublin 6",Apartment,One bed,1.0,True,True,False
1385.93,2020,1,2020H1,1,Dublin,Leinster,Dublin 6W,Dublin 6W,Apartment,One bed,1.0,True,True,False
1243.54,2020,1,2020H1,1,Dublin,Leinster,Harolds Cross,"Harolds Cross, Dublin 6W",Apartment,One bed,1.0,True,True,False
1436.59,2020,1,2020H1,1,Dublin,Leinster,Terenure,"Terenure, Dublin 6W",Apartment,One bed,1.0,True,True,False
1331.07,2020,1,2020H1,1,Dublin,Leinster,Dublin 7,Dublin 7,Apartment,One bed,1.0,True,True,False
1203.79,2020,1,2020H1,1,Dublin,Leinster,Cabra,"Cabra, Dublin 7",Apartment,One bed,1.0,True,True,False
1483.1,2020,1,2020H1,1,Dublin,Leinster,Smithfield,"Smithfield, Dublin 7",Apartment,One bed,1.0,True,True,False
1462.89,2020,1,2020H1,1,Dublin,Leinster,Dublin 8,Dublin 8,Apartment,One bed,1.0,True,True,False
1493.85,2020,1,2020H1,1,Dublin,Leinster,Christchurch,"Christchurch, Dublin 8",Apartment,One bed,1.0,True,True,False
1365.54,2020,1,2020H1,1,Cork,Munster,Cork Street,"Cork Street, Dublin 8",Apartment,One bed,1.0,False,True,False
1268.39,2020,1,2020H1,1,Dublin,Leinster,Inchicore,"Inchicore, Dublin 8",Apartment,One bed,1.0,True,True,False
1642.19,2020,1,2020H1,1,Dublin,Leinster,Islandbridge,"Islandbridge, Dublin 8",Apartment,One bed,1.0,True,True,False
1347.45,2020,1,2020H1,1,Dublin,Leinster,Kilmainham ,"Kilmainham , Dublin 8",Apartment,One bed,1.0,True,True,False
1351.82,2020,1,2020H1,1,Dublin,Leinster,Portobello,"Portobello, Dublin 8",Apartment,One bed,1.0,True,True,False
1286.75,2020,1,2020H1,1,Dublin,Leinster,Rialto,"Rialto, Dublin 8",Apartment,One bed,1.0,True,True,False
1304.04,2020,1,2020H1,1,Dublin,Leinster,South Circular Road,"South Circular Road, Dublin 8",Apartment,One bed,1.0,True,True,False
1306.61,2020,1,2020H1,1,Dublin,Leinster,Dublin 9,Dublin 9,Apartment,One bed,1.0,True,True,False
1266.59,2020,1,2020H1,1,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 9",Apartment,One bed,1.0,True,True,False
1201.26,2020,1,2020H1,1,Dublin,Leinster,Glasnevin,"Glasnevin, Dublin 9",Apartment,One bed,1.0,True,True,False
1380.25,2020,1,2020H1,1,Dublin,Leinster,Santry,"Santry, Dublin 9",Apartment,One bed,1.0,True,True,False
1293.1,2020,1,2020H1,1,Dublin,Leinster,Dublin 11,Dublin 11,Apartment,One bed,1.0,True,True,False
1221.49,2020,1,2020H1,1,Dublin,Leinster,Finglas,"Finglas, Dublin 11",Apartment,One bed,1.0,True,True,False
1283.97,2020,1,2020H1,1,Dublin,Leinster,Dublin 12,Dublin 12,Apartment,One bed,1.0,True,True,False
1401.05,2020,1,2020H1,1,Dublin,Leinster,Dublin 13,Dublin 13,Apartment,One bed,1.0,True,True,False
1374.43,2020,1,2020H1,1,Dublin,Leinster,Clongriffin,"Clongriffin, Dublin 13",Apartment,One bed,1.0,True,True,False
1589.91,2020,1,2020H1,1,Dublin,Leinster,Dublin 14,Dublin 14,Apartment,One bed,1.0,True,True,False
1821.01,2020,1,2020H1,1,Dublin,Leinster,Churchtown,"Churchtown, Dublin 14",Apartment,One bed,1.0,True,True,False
1535.76,2020,1,2020H1,1,Dublin,Leinster,Dundrum,"Dundrum, Dublin 14",Apartment,One bed,1.0,True,True,False
1382.42,2020,1,2020H1,1,Dublin,Leinster,Rathfarnham,"Rathfarnham, Dublin 14",Apartment,One bed,1.0,True,True,False
1340.35,2020,1,2020H1,1,Dublin,Leinster,Dublin 15,Dublin 15,Apartment,One bed,1.0,True,True,False
1445.73,2020,1,2020H1,1,Dublin,Leinster,Ashtown,"Ashtown, Dublin 15",Apartment,One bed,1.0,True,True,False
1267.49,2020,1,2020H1,1,Dublin,Leinster,Royal Canal Park,"Royal Canal Park, Dublin 15",Apartment,One bed,1.0,True,True,False
1514.88,2020,1,2020H1,1,Dublin,Leinster,Dublin 16,Dublin 16,Apartment,One bed,1.0,True,True,False
1593.89,2020,1,2020H1,1,Dublin,Leinster,Dundrum,"Dundrum, Dublin 16",Apartment,One bed,1.0,True,True,False
1320.59,2020,1,2020H1,1,Dublin,Leinster,Rathfarnham,"Rathfarnham, Dublin 16",Apartment,One bed,1.0,True,True,False
1223.13,2020,1,2020H1,1,Dublin,Leinster,Dublin 17,Dublin 17,Apartment,One bed,1.0,True,True,False
1204.92,2020,1,2020H1,1,Dublin,Leinster,Malahide Road,"Malahide Road, Dublin 17",Apartment,One bed,1.0,True,True,False
1514.42,2020,1,2020H1,1,Dublin,Leinster,Dublin 18,Dublin 18,Apartment,One bed,1.0,True,True,False
1756.65,2020,1,2020H1,1,Dublin,Leinster,Leopardstown,"Leopardstown, Dublin 18",Apartment,One bed,1.0,True,True,False
1508.97,2020,1,2020H1,1,Dublin,Leinster,Sandyford,"Sandyford, Dublin 18",Apartment,One bed,1.0,True,True,False
1435.29,2020,1,2020H1,1,Dublin,Leinster,Stepaside,"Stepaside, Dublin 18",Apartment,One bed,1.0,True,True,False
1271.1,2020,1,2020H1,1,Dublin,Leinster,Dublin 20,Dublin 20,Apartment,One bed,1.0,True,True,False
1225.08,2020,1,2020H1,1,Dublin,Leinster,Chapelizod,"Chapelizod, Dublin 20",Apartment,One bed,1.0,True,True,False
1206.8,2020,1,2020H1,1,Dublin,Leinster,Clondalkin,"Clondalkin, Dublin 22",Apartment,One bed,1.0,True,True,False
1200.21,2020,1,2020H1,1,Dublin,Leinster,Dublin 24,Dublin 24,Apartment,One bed,1.0,True,True,False
1239.46,2020,1,2020H1,1,Dublin,Leinster,Tallaght,"Tallaght, Dublin 24",Apartment,One bed,1.0,True,True,False
812.3,2020,1,2020H1,1,Galway,Connacht,Galway,Galway,Apartment,One bed,1.0,False,False,True
905.46,2020,1,2020H1,1,Galway,Connacht,Galway City,Galway City,Apartment,One bed,1.0,False,True,False
621.18,2020,1,2020H1,1,Kerry,Munster,Kerry,Kerry,Apartment,One bed,1.0,False,False,True
718.72,2020,1,2020H1,1,Kerry,Munster,Killarney,"Killarney, Kerry",Apartment,One bed,1.0,False,False,False
615.16,2020,1,2020H1,1,Kerry,Munster,Tralee,"Tralee, Kerry",Apartment,One bed,1.0,False,False,False
952.88,2020,1,2020H1,1,Kildare,Leinster,Kildare,Kildare,Apartment,One bed,1.0,False,False,True
834.81,2020,1,2020H1,1,Kildare,Leinster,Kildare Town,Kildare Town,Apartment,One bed,1.0,False,False,False
956.29,2020,1,2020H1,1,Kildare,Leinster,Clane,"Clane, Kildare",Apartment,One bed,1.0,False,False,False
955.24,2020,1,2020H1,1,Kildare,Leinster,Kilcock,"Kilcock, Kildare",Apartment,One bed,1.0,False,False,False
1108.34,2020,1,2020H1,1,Kildare,Leinster,Leixlip,"Leixlip, Kildare",Apartment,One bed,1.0,False,False,False
1154.82,2020,1,2020H1,1,Kildare,Leinster,Maynooth,"Maynooth, Kildare",Apartment,One bed,1.0,False,False,False
1007.61,2020,1,2020H1,1,Kildare,Leinster,Naas,"Naas, Kildare",Apartment,One bed,1.0,False,False,False
834.99,2020,1,2020H1,1,Kildare,Leinster,Newbridge,"Newbridge, Kildare",Apartment,One bed,1.0,False,False,False
674.44,2020,1,2020H1,1,Kilkenny,Leinster,Kilkenny,Kilkenny,Apartment,One bed,1.0,False,False,True
630.07,2020,1,2020H1,1,Laois,Leinster,Laois,Laois,Apartment,One bed,1.0,False,False,True
459.29,2020,1,2020H1,1,Leitrim,Connacht,Leitrim,Leitrim,Apartment,One bed,1.0,False,False,True
466.47,2020,1,2020H1,1,Leitrim,Connacht,Carrick-On-Shannon,"Carrick-On-Shannon, Leitrim",Apartment,One bed,1.0,False,False,False
757.42,2020,1,2020H1,1,Limerick,Munster,Limerick,Limerick,Apartment,One bed,1.0,False,False,True
789.07,2020,1,2020H1,1,Limerick,Munster,Limerick City,Limerick City,Apartment,One bed,1.0,False,True,False
513.04,2020,1,2020H1,1,Longford,Leinster,Longford,Longford,Apartment,One bed,1.0,False,False,True
514.81,2020,1,2020H1,1,Longford,Leinster,Longford Town,Longford Town,Apartment,One bed,1.0,False,False,False
850.78,2020,1,2020H1,1,Louth,Leinster,Louth,Louth,Apartment,One bed,1.0,False,False,True
891.4,2020,1,2020H1,1,Louth,Leinster,Drogheda,"Drogheda, Louth",Apartment,One bed,1.0,False,False,False
733.88,2020,1,2020H1,1,Louth,Leinster,Dundalk,"Dundalk, Louth",Apartment,One bed,1.0,False,False,False
552.16,2020,1,2020H1,1,Mayo,Connacht,Mayo,Mayo,Apartment,One bed,1.0,False,False,True
544.61,2020,1,2020H1,1,Mayo,Connacht,Ballina,"Ballina, Mayo",Apartment,One bed,1.0,False,False,False
574.61,2020,1,2020H1,1,Mayo,Connacht,Castlebar,"Castlebar, Mayo",Apartment,One bed,1.0,False,False,False
909.89,2020,1,2020H1,1,Meath,Leinster,Meath,Meath,Apartment,One bed,1.0,False,False,True
735.78,2020,1,2020H1,1,Meath,Leinster,Kells,"Kells, Meath",Apartment,One bed,1.0,False,False,False
874.42,2020,1,2020H1,1,Meath,Leinster,Navan,"Navan, Meath",Apartment,One bed,1.0,False,False,False
816.21,2020,1,2020H1,1,Meath,Leinster,Trim,"Trim, Meath",Apartment,One bed,1.0,False,False,False
546.66,2020,1,2020H1,1,Monaghan,Ulster,Monaghan,Monaghan,Apartment,One bed,1.0,False,False,True
588.38,2020,1,2020H1,1,Monaghan,Ulster,Monaghan Town,Monaghan Town,Apartment,One bed,1.0,False,False,False
598.12,2020,1,2020H1,1,Offaly,Leinster,Offaly,Offaly,Apartment,One bed,1.0,False,False,True
530.37,2020,1,2020H1,1,Offaly,Leinster,Birr,"Birr, Offaly",Apartment,One bed,1.0,False,False,False
676.22,2020,1,2020H1,1,Offaly,Leinster,Tullamore,"Tullamore, Offaly",Apartment,One bed,1.0,False,False,False
525.3,2020,1,2020H1,1,Roscommon,Connacht,Roscommon,Roscommon,Apartment,One bed,1.0,False,False,True
587.8,2020,1,2020H1,1,Sligo,Connacht,Sligo,Sligo,Apartment,One bed,1.0,False,False,True
577.45,2020,1,2020H1,1,Sligo,Connacht,Sligo Town,Sligo Town,Apartment,One bed,1.0,False,False,False
524.15,2020,1,2020H1,1,Tipperary,Munster,Tipperary,Tipperary,Apartment,One bed,1.0,False,False,True
519.42,2020,1,2020H1,1,Tipperary,Munster,Clonmel,"Clonmel, Tipperary",Apartment,One bed,1.0,False,False,False
542.93,2020,1,2020H1,1,Tipperary,Munster,Nenagh,"Nenagh, Tipperary",Apartment,One bed,1.0,False,False,False
670.23,2020,1,2020H1,1,Waterford,Munster,Waterford,Waterford,Apartment,One bed,1.0,False,False,True
682.84,2020,1,2020H1,1,Waterford,Munster,Waterford City,Waterford City,Apartment,One bed,1.0,False,True,False
647.24,2020,1,2020H1,1,Westmeath,Leinster,Westmeath,Westmeath,Apartment,One bed,1.0,False,False,True
684.09,2020,1,2020H1,1,Westmeath,Leinster,Athlone,"Athlone, Westmeath",Apartment,One bed,1.0,False,False,False
606.1,2020,1,2020H1,1,Westmeath,Leinster,Mullingar,"Mullingar, Westmeath",Apartment,One bed,1.0,False,False,False
584.21,2020,1,2020H1,1,Wexford,Leinster,Wexford,Wexford,Apartment,One bed,1.0,False,False,True
635.72,2020,1,2020H1,1,Wexford,Leinster,Gorey,"Gorey, Wexford",Apartment,One bed,1.0,False,False,False
549.34,2020,1,2020H1,1,Wexford,Leinster,New Ross,"New Ross, Wexford",Apartment,One bed,1.0,False,False,False
1050.34,2020,1,2020H1,1,Wicklow,Leinster,Wicklow,Wicklow,Apartment,One bed,1.0,False,False,True
743.51,2020,1,2020H1,1,Wicklow,Leinster,Arklow,"Arklow, Wicklow",Apartment,One bed,1.0,False,False,False
1126.09,2020,1,2020H1,1,Wicklow,Leinster,Bray,"Bray, Wicklow",Apartment,One bed,1.0,False,False,False
582.92,2020,1,2020H1,1,Carlow,Leinster,Carlow,Carlow,Other flats,One bed,1.0,False,False,True
446.1,2020,1,2020H1,1,Cavan,Ulster,Cavan,Cavan,Other flats,One bed,1.0,False,False,True
426.76,2020,1,2020H1,1,Clare,Munster,Clare,Clare,Other flats,One bed,1.0,False,False,True
411.22,2020,1,2020H1,1,Clare,Munster,Ennis,"Ennis, Clare",Other flats,One bed,1.0,False,False,False
687.96,2020,1,2020H1,1,Cork,Munster,Cork,Cork,Other flats,One bed,1.0,False,False,True
762.28,2020,1,2020H1,1,Cork,Munster,Cork City,Cork City,Other flats,One bed,1.0,False,True,False
417.08,2020,1,2020H1,1,Donegal,Ulster,Donegal,Donegal,Other flats,One bed,1.0,False,False,True
1052.02,2020,1,2020H1,1,Dublin,Leinster,Dublin,Dublin,Other flats,One bed,1.0,True,True,True
1060.36,2020,1,2020H1,1,Dublin,Leinster,Dun Laoghaire,"Dun Laoghaire, Dublin",Other flats,One bed,1.0,True,True,False
1143.4,2020,1,2020H1,1,Dublin,Leinster,Dublin 1,Dublin 1,Other flats,One bed,1.0,True,True,False
1386.25,2020,1,2020H1,1,Dublin,Leinster,Dublin 2,Dublin 2,Other flats,One bed,1.0,True,True,False
1136.03,2020,1,2020H1,1,Dublin,Leinster,Dublin 3,Dublin 3,Other flats,One bed,1.0,True,True,False
1016.49,2020,1,2020H1,1,Dublin,Leinster,Clontarf,"Clontarf, Dublin 3",Other flats,One bed,1.0,True,True,False
980.81,2020,1,2020H1,1,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 3",Other flats,One bed,1.0,True,True,False
1071.65,2020,1,2020H1,1,Dublin,Leinster,Fairview,"Fairview, Dublin 3",Other flats,One bed,1.0,True,True,False
1239.45,2020,1,2020H1,1,Dublin,Leinster,Dublin 4,Dublin 4,Other flats,One bed,1.0,True,True,False
1209.25,2020,1,2020H1,1,Dublin,Leinster,Ballsbridge,"Ballsbridge, Dublin 4",Other flats,One bed,1.0,True,True,False
1240.16,2020,1,2020H1,1,Dublin,Leinster,Donnybrook,"Donnybrook, Dublin 4",Other flats,One bed,1.0,True,True,False
1117.64,2020,1,2020H1,1,Dublin,Leinster,Dublin 6,Dublin 6,Other flats,One bed,1.0,True,True,False
1008.75,2020,1,2020H1,1,Dublin,Leinster,Harolds Cross,"Harolds Cross, Dublin 6",Other flats,One bed,1.0,True,True,False
1127.24,2020,1,2020H1,1,Dublin,Leinster,Ranelagh,"Ranelagh, Dublin 6",Other flats,One bed,1.0,True,True,False
1050.83,2020,1,2020H1,1,Dublin,Leinster,Rathgar,"Rathgar, Dublin 6",Other flats,One bed,1.0,True,True,False
1060.03,2020,1,2020H1,1,Dublin,Leinster,Rathmines,"Rathmines, Dublin 6",Other flats,One bed,1.0,True,True,False
1013.8,2020,1,2020H1,1,Dublin,Leinster,Dublin 6W,Dublin 6W,Other flats,One bed,1.0,True,True,False
1052.67,2020,1,2020H1,1,Dublin,Leinster,Harolds Cross,"Harolds Cross, Dublin 6W",Other flats,One bed,1.0,True,True,False
1057.55,2020,1,2020H1,1,Dublin,Leinster,Terenure,"Terenure, Dublin 6W",Other flats,One bed,1.0,True,True,False
1093.01,2020,1,2020H1,1,Dublin,Leinster,Dublin 7,Dublin 7,Other flats,One bed,1.0,True,True,False
1025.6,2020,1,2020H1,1,Dublin,Leinster,Cabra,"Cabra, Dublin 7",Other flats,One bed,1.0,True,True,False
898.79,2020,1,2020H1,1,Dublin,Leinster,Phibsboro,"Phibsboro, Dublin 7",Other flats,One bed,1.0,True,True,False
1113.79,2020,1,2020H1,1,Dublin,Leinster,Dublin 8,Dublin 8,Other flats,One bed,1.0,True,True,False
1069.09,2020,1,2020H1,1,Dublin,Leinster,Portobello,"Portobello, Dublin 8",Other flats,One bed,1.0,True,True,False
1083.39,2020,1,2020H1,1,Dublin,Leinster,Rialto,"Rialto, Dublin 8",Other flats,One bed,1.0,True,True,False
971.98,2020,1,2020H1,1,Dublin,Leinster,South Circular Road,"South Circular Road, Dublin 8",Other flats,One bed,1.0,True,True,False
1033.05,2020,1,2020H1,1,Dublin,Leinster,Dublin 9,Dublin 9,Other flats,One bed,1.0,True,True,False
1044.65,2020,1,2020H1,1,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 9",Other flats,One bed,1.0,True,True,False
1092.37,2020,1,2020H1,1,Dublin,Leinster,Dublin 12,Dublin 12,Other flats,One bed,1.0,True,True,False
1184.13,2020,1,2020H1,1,Dublin,Leinster,Crumlin,"Crumlin, Dublin 12",Other flats,One bed,1.0,True,True,False
620.68,2020,1,2020H1,1,Galway,Connacht,Galway,Galway,Other flats,One bed,1.0,False,False,True
661.72,2020,1,2020H1,1,Galway,Connacht,Galway City,Galway City,Other flats,One bed,1.0,False,True,False
479.11,2020,1,2020H1,1,Kerry,Munster,Kerry,Kerry,Other flats,One bed,1.0,False,False,True
475.44,2020,1,2020H1,1,Kerry,Munster,Tralee,"Tralee, Kerry",Other flats,One bed,1.0,False,False,False
797.9,2020,1,2020H1,1,Kildare,Leinster,Kildare,Kildare,Other flats,One bed,1.0,False,False,True
588.02,2020,1,2020H1,1,Limerick,Munster,Limerick,Limerick,Other flats,One bed,1.0,False,False,True
598.63,2020,1,2020H1,1,Limerick,Munster,Limerick City,Limerick City,Other flats,One bed,1.0,False,True,False
734.79,2020,1,2020H1,1,Louth,Leinster,Louth,Louth,Other flats,One bed,1.0,False,False,True
489.46,2020,1,2020H1,1,Mayo,Connacht,Mayo,Mayo,Other flats,One bed,1.0,False,False,True
683.25,2020,1,2020H1,1,Meath,Leinster,Meath,Meath,Other flats,One bed,1.0,False,False,True
484.37,2020,1,2020H1,1,Monaghan,Ulster,Monaghan,Monaghan,Other flats,One bed,1.0,False,False,True
497.52,2020,1,2020H1,1,Offaly,Leinster,Offaly,Offaly,Other flats,One bed,1.0,False,False,True
481.2,2020,1,2020H1,1,Tipperary,Munster,Tipperary,Tipperary,Other flats,One bed,1.0,False,False,True
564.19,2020,1,2020H1,1,Waterford,Munster,Waterford,Waterford,Other flats,One bed,1.0,False,False,True
561.33,2020,1,2020H1,1,Westmeath,Leinster,Westmeath,Westmeath,Other flats,One bed,1.0,False,False,True
517.89,2020,1,2020H1,1,Wexford,Leinster,Wexford,Wexford,Other flats,One bed,1.0,False,False,True
784.99,2020,1,2020H1,1,Wicklow,Leinster,Wicklow,Wicklow,Other flats,One bed,1.0,False,False,True
806.05,2020,1,2020H1,1,Wicklow,Leinster,Bray,"Bray, Wicklow",Other flats,One bed,1.0,False,False,False
701.65,2020,1,2020H1,1,Carlow,Leinster,Carlow,Carlow,Detached house,Two bed,2.0,False,False,True
580.09,2020,1,2020H1,1,Cavan,Ulster,Cavan,Cavan,Detached house,Two bed,2.0,False,False,True
619.37,2020,1,2020H1,1,Clare,Munster,Clare,Clare,Detached house,Two bed,2.0,False,False,True
878.44,2020,1,2020H1,1,Cork,Munster,Cork,Cork,Detached house,Two bed,2.0,False,False,True
1169.91,2020,1,2020H1,1,Cork,Munster,Cork City,Cork City,Detached house,Two bed,2.0,False,True,False
499.16,2020,1,2020H1,1,Donegal,Ulster,Donegal,Donegal,Detached house,Two bed,2.0,False,False,True
